PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,336872985,117636607,CC1=C(C=CC2=C1C=C(N2CCO)C#N)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F,Active,,,,0.044,IC50,=,44,nM
2,336872986,117636627,CC1=C2C=C(N(C2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)O)CCO)C#N,Active,,,,0.027,IC50,=,27,nM
3,336872987,117636630,CC1=C2C=C(N(C2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)OC)CCO)C#N,Active,,,,0.016,IC50,=,16,nM
4,336873444,117636611,CC1=C(C=CC2=C1C=C(N2CC(=O)N)C#N)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F,Active,,,,0.027,IC50,=,27,nM
5,336873445,117636629,CC1=C2C=C(N(C2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)OC)CC(=O)N)C#N,Active,,,,0.037,IC50,=,37,nM
6,336874222,86297077,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)NC(=C5)C#N,Active,,,,0.031,IC50,=,31,nM
7,336874223,86297081,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)N(C(=C5)C#N)CCO,Active,,,,0.035,IC50,=,35,nM
8,336874224,123435461,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)N(C(=C5)C#N)CC(CO)O,Active,,,,0.037,IC50,=,37,nM
9,336874228,90453243,CO[C@H](CN1C2=C(C=C(C=C2)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)C=C1C#N)CO,Active,,,,0.04,IC50,=,40,nM
10,336874688,90453183,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)N(C(=C5)C#N)C[C@H](CO)O,Active,,,,0.046,IC50,=,46,nM
11,336874689,90453223,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)N(C(=C5)C#N)C[C@@H](CO)O,Active,,,,0.042,IC50,=,42,nM
12,336874694,90453184,CO[C@@H](CN1C2=C(C=C(C=C2)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)C=C1C#N)CO,Active,,,,0.037,IC50,=,37,nM
13,336874695,90453229,COCC(CN1C2=C(C=C(C=C2)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)C=C1C#N)O,Active,,,,0.101,IC50,=,101,nM
14,336874696,117636553,CC(C)OC(CN1C2=C(C=C(C=C2)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)C=C1C#N)CO,Active,,,,0.023,IC50,=,23,nM
15,336874713,90404695,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)N(C(=C5)C#N)CC(=O)N,Active,,,,0.025,IC50,=,25,nM
16,336874714,90453249,CC(C(=O)N)N1C2=C(C=C(C=C2)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)C=C1C#N,Active,,,,0.244,IC50,=,244,nM
17,336874715,90453186,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)N(C(=C5)C#N)CC6=NNN=C6,Active,,,,0.027,IC50,=,27,nM
18,336875073,91667931,CC1=C(C=CC2=C1C=C(N2CC3=CNN=C3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,Active,,,,0.014,IC50,=,14,nM
19,336875628,90453274,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)N(C(=C5)C#N)CC6=CNN=C6,Active,,,,0.023,IC50,=,23,nM
20,336875629,86297078,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)NC(=C5F)C#N,Active,,,,0.096,IC50,=,96,nM
21,336875630,90455108,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=CC5=C(C=C4)NC(=C5N)C#N,Active,,,,0.124,IC50,=,124,nM
22,336875631,117636655,CC1=C(NC2=C1C=C(C=C2)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)C#N,Active,,,,0.111,IC50,=,111,nM
23,336875632,90455046,CC1=C(C=CC2=C1C=C(N2)C#N)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F,Active,,,,0.015,IC50,=,15,nM
24,336875633,90453215,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=C(C5=C(C=C4)NC(=C5)C#N)Cl,Active,,,,0.022,IC50,=,22,nM
25,336876083,90453302,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=C(C=C5C(=C4)C=C(N5)C#N)F,Active,,,,0.109,IC50,=,109,nM
26,336876084,86297634,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=C(C=C5C(=C4)C=C(N5)C#N)O,Active,,,,0.02,IC50,=,20,nM
27,336876085,90405035,COC1=C(C=C2C=C(NC2=C1)C#N)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F,Active,,,,0.022,IC50,=,22,nM
28,336876086,90453190,CCOC1=C(C=C2C=C(NC2=C1)C#N)CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F,Active,,,,0.047,IC50,=,47,nM
29,336876087,117636628,CC1=C2C=C(NC2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)O)C#N,Active,,,,0.027,IC50,=,27,nM
30,336876431,117636625,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=C(C=C5C(=C4)C=C(N5CC6=CNN=C6)C#N)O,Active,,,,0.021,IC50,=,21,nM
31,336876432,117636641,COC1=C(C=C2C=C(N(C2=C1)CC3=CNN=C3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,Active,,,,0.024,IC50,=,24,nM
32,336876526,117636626,CC1=C2C=C(NC2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)OC)C#N,Active,,,,0.04,IC50,=,40,nM
33,336876861,117636647,CC1=C2C=C(N(C2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)O)CC6=CNN=C6)C#N,Active,,,,0.018,IC50,=,18,nM
34,336876862,117636649,CC1=C2C=C(N(C2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)OC)CC6=CNN=C6)C#N,Active,,,,0.012,IC50,=,12,nM
35,336877306,117636529,CC1=C(C=CC2=C1C=C(N2CC3=NNN=C3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,Active,,,,0.023,IC50,=,23,nM
36,336877307,117636650,CC1=C2C=C(N(C2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)O)CC6=NNN=C6)C#N,Active,,,,0.017,IC50,=,17,nM
37,336877728,117636651,CC1=C2C=C(N(C2=CC(=C1CN3CCC(CC3)NC4=C5C=C(SC5=NC=N4)CC(F)(F)F)OC)CC6=NNN=C6)C#N,Active,,,,0.016,IC50,=,16,nM
